Symbol,Name,Market Cap,Country,Volume,Sector,Industry,,,,,,,,,Symbol,Sector,
CERT,Certara Inc. Common Stock,6481861096,United States,590666,Consumer Durables,Specialty Chemicals,,,,,,,,,CERT,Consumer Durables,
CETX,Cemtrex Inc. Common Stock,27640318,United States,13706758,Technology,EDP Services,,,,,,,,,CETX,Technology,
CETXP,Cemtrex Inc. Series 1 Preferred Stock,0,United States,2,Technology,EDP Services,,,,,,,,,CETXP,Technology,
CETXW,Cemtrex Inc. Series 1 Warrant,0,United States,247990,Technology,EDP Services,,,,,,,,,CETXW,Technology,
CEVA,CEVA Inc. Common Stock,1036177730,United States,88670,Technology,Semiconductors,,,,,,,,,CEVA,Technology,
CFB,CrossFirst Bankshares Inc. Common Stock,724238312,United States,41590,Finance,Commercial Banks,,,,,,,,,CFB,Finance,
CFBK,CF Bankshares Inc. Common Stock,134494416,United States,4271,Finance,Savings Institutions,,,,,,,,,CFBK,Finance,
CFFE,CF Acquisition Corp. VIII Class A Common Stock,315356800,United States,277089,,,,,,,,,,,CFFE,,
CFFEU,CF Acquisition Corp. VIII Unit,0,United States,1,,,,,,,,,,,CFFEU,,
CFFEW,CF Acquisition Corp. VIII Warrant,0,United States,21417,,,,,,,,,,,CFFEW,,
CFFI,C&F Financial Corporation Common Stock,182201541,United States,1270,Finance,Major Banks,,,,,,,,,CFFI,Finance,
CFFN,Capitol Federal Financial Inc. Common Stock,1631289912,United States,373665,Finance,Savings Institutions,,,,,,,,,CFFN,Finance,
CFFVU,CF Acquisition Corp. V Unit,0,United States,160,,,,,,,,,,,CFFVU,,
CFFVW,CF Acquisition Corp. V Warrant,0,United States,1290,,,,,,,,,,,CFFVW,,
CFIV,CF Acquisition Corp. IV Class A common stock,622300000,United States,5906,,,,,,,,,,,CFIV,,
CFIVU,CF Acquisition Corp. IV Unit,0,United States,6059,,,,,,,,,,,CFIVU,,
CFIVW,CF Acquisition Corp. IV Warrant,0,United States,33645,,,,,,,,,,,CFIVW,,
CFLT,Confluent Inc. Class A Common Stock,17489138018,United States,1188557,Technology,EDP Services,,,,,,,,,CFLT,Technology,
CFMS,Conformis Inc. Common Stock,225013030,United States,904737,Health Care,Medical/Dental Instruments,,,,,,,,,CFMS,Health Care,
CFRX,ContraFect Corporation Common Stock,145531068,United States,158879,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,CFRX,Health Care,
CFV,CF Acquisition Corp. V Class A Common Stock,316589000,United States,36133,,,,,,,,,,,CFV,,
CFVI,CF Acquisition Corp. VI Class A Common Stock,372068000,United States,497,,,,,,,,,,,CFVI,,
CFVIU,CF Acquisition Corp. VI Unit,0,United States,200,,,,,,,,,,,CFVIU,,
CFVIW,CF Acquisition Corp. VI Warrant,0,United States,554,,,,,,,,,,,CFVIW,,
CG,The Carlyle Group Inc. Common Stock,20106790528,United States,2838755,Finance,Investment Managers,,,,,,,,,CG,Finance,
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,0,United States,34619,,,,,,,,,,,CGABL,,
CGBD,TCG BDC Inc. Common Stock,760396043,United States,156133,Finance,Finance Companies,,,,,,,,,CGBD,Finance,
CGC,Canopy Growth Corporation Common Shares,5107400887,Canada,3737865,,,,,,,,,,,CGC,,
CGEM,Cullinan Oncology Inc. Common Stock,980982763,United States,835180,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,CGEM,Health Care,
CGEN,Compugen Ltd. Ordinary Shares,544627359,Israel,1354015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,CGEN,Health Care,
CGNT,Cognyte Software Ltd. Ordinary Shares,1347089171,Israel,813052,Technology,Computer Software: Prepackaged Software,,,,,,,,,CGNT,Technology,
CGNX,Cognex Corporation Common Stock,15336414764,United States,659638,Capital Goods,Industrial Machinery/Components,,,,,,,,,CGNX,Capital Goods,
CGO,Calamos Global Total Return Fund Common Stock,146915208,United States,10187,Finance,Investment Managers,,,,,,,,,CGO,Finance,
CGRN,Capstone Green Energy Corporation Common Stock,86692516,United States,88217,,,,,,,,,,,CGRN,,
CGTX,Cognition Therapeutics Inc. Common Stock,259662656,United States,15243,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,CGTX,Health Care,
CHCI,Comstock Holding Companies Inc. Class A Common Stock,36939384,United States,18012,Consumer Services,Building operators,,,,,,,,,CHCI,Consumer Services,
CHCO,City Holding Company Common Stock,1202142960,United States,41607,Finance,Major Banks,,,,,,,,,CHCO,Finance,
CHDN,Churchill Downs Incorporated Common Stock,9179327438,United States,316157,Consumer Services,Services-Misc. Amusement & Recreation,,,,,,,,,CHDN,Consumer Services,
CHEF,The Chefs' Warehouse Inc. Common Stock,1289579836,United States,368975,Consumer Non-Durables,Food Distributors,,,,,,,,,CHEF,Consumer Non-Durables,
CHEK,Check-Cap Ltd. Ordinary Share,41215807,Israel,625830,Health Care,Medical Electronics,,,,,,,,,CHEK,Health Care,
CHEKZ,Check-Cap Ltd. Series C Warrant,0,Israel,95372,Health Care,Medical Electronics,,,,,,,,,CHEKZ,Health Care,
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,1124255130,United States,113612,Finance,Investment Managers,,,,,,,,,CHI,Finance,
CHK,Chesapeake Energy Corporation Common Stock,6514420206,United States,1169581,Energy,Oil & Gas Production,,,,,,,,,CHK,Energy,
CHKEL,Chesapeake Energy Corporation Class C Warrants,0,United States,1802,Energy,Oil & Gas Production,,,,,,,,,CHKEL,Energy,
CHKEW,Chesapeake Energy Corporation Class A Warrants,0,United States,431040,Energy,Oil & Gas Production,,,,,,,,,CHKEW,Energy,
CHKEZ,Chesapeake Energy Corporation Class B Warrants,0,United States,20,Energy,Oil & Gas Production,,,,,,,,,CHKEZ,Energy,
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,15767132067,Israel,1674939,Technology,Computer Software: Prepackaged Software,,,,,,,,,CHKP,Technology,
CHMG,Chemung Financial Corp Common Stock,217149750,United States,903,Finance,Major Banks,,,,,,,,,CHMG,Finance,
CHNG,Change Healthcare Inc. Common Stock,6674202545,United States,2225858,Health Care,Managed Health Care,,,,,,,,,CHNG,Health Care,
CHNGU,Change Healthcare Inc. Tangible Equity Units,0,United States,170371,Health Care,Managed Health Care,,,,,,,,,CHNGU,Health Care,
CHNR,China Natural Resources Inc. Common Stock,51594583,Hong Kong,50732,Basic Industries,Precious Metals,,,,,,,,,CHNR,Basic Industries,
CHPM,CHP Merger Corp. Class A Common Stock,376125000,United States,100,,,,,,,,,,,CHPM,,
CHPMW,CHP Merger Corp. Warrant,0,United States,22172,,,,,,,,,,,CHPMW,,
CHRS,Coherus BioSciences Inc. Common Stock,1275688935,United States,376822,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,CHRS,Health Care,
CHRW,C.H. Robinson Worldwide Inc. Common Stock,12926190752,United States,1211888,Transportation,Oil Refining/Marketing,,,,,,,,,CHRW,Transportation,
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,0,United States,17208,Consumer Non-Durables,Tobacco,,,,,,,,,CHSCL,Consumer Non-Durables,
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,0,United States,25257,Consumer Non-Durables,Tobacco,,,,,,,,,CHSCM,Consumer Non-Durables,
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,0,United States,160568,Consumer Non-Durables,Tobacco,,,,,,,,,CHSCN,Consumer Non-Durables,
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,0,United States,5413,Consumer Non-Durables,Tobacco,,,,,,,,,CHSCO,Consumer Non-Durables,
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,0,United States,6200,Consumer Non-Durables,Tobacco,,,,,,,,,CHSCP,Consumer Non-Durables,
CHTR,Charter Communications Inc. Class A Common Stock New,1.45E+11,United States,1179589,Consumer Services,Television Services,,,,,,,,,CHTR,Consumer Services,
CHUY,Chuy's Holdings Inc. Common Stock,591914841,United States,72287,Consumer Services,Restaurants,,,,,,,,,CHUY,Consumer Services,
CHW,Calamos Global Dynamic Income Fund Common Stock,613861625,United States,130832,Finance,Investment Managers,,,,,,,,,CHW,Finance,
CHWA,CHW Acquisition Corporation Ordinary Share,153061200,United States,215125,,,,,,,,,,,CHWA,,
CHWAW,CHW Acquisition Corporation Warrant,0,United States,55700,,,,,,,,,,,CHWAW,,
CHX,ChampionX Corporation Common Stock ,5258964837,United States,1558214,Capital Goods,Construction/Ag Equipment/Trucks,,,,,,,,,CHX,Capital Goods,
CHY,Calamos Convertible and High Income Fund Common Stock,1215320794,United States,126092,Finance,Investment Managers,,,,,,,,,CHY,Finance,
CIDM,Cinedigm Corp. Class A Common Stock,411448076,United States,4665503,Consumer Services,Movies/Entertainment,,,,,,,,,CIDM,Consumer Services,
CIFR,Cipher Mining Inc. Common Stock,1899880780,United States,819112,Finance,Investment Bankers/Brokers/Service,,,,,,,,,CIFR,Finance,
CIFRW,Cipher Mining Inc. Warrant,0,United States,49539,Finance,Investment Bankers/Brokers/Service,,,,,,,,,CIFRW,Finance,
CIGI,Colliers International Group Inc. Subordinate Voting Shares,6492037514,Canada,63641,,,,,,,,,,,CIGI,,
CIH,China Index Holdings Limited American Depository Shares,140475089,China,6973,Technology,EDP Services,,,,,,,,,CIH,Technology,
CIIGU,CIIG Capital Partners II Inc. Unit,0,United States,1832,,,,,,,,,,,CIIGU,,
CINF,Cincinnati Financial Corporation Common Stock,20338055672,United States,708624,Finance,Property-Casualty Insurers,,,,,,,,,CINF,Finance,
CIVB,Civista Bancshares Inc. Common Stock,366659459,United States,46231,Finance,Major Banks,,,,,,,,,CIVB,Finance,
CIZN,Citizens Holding Company Common Stock,103266666,United States,6879,Finance,Major Banks,,,,,,,,,CIZN,Finance,
CJJD,China Jo-Jo Drugstores Inc. (Cayman Islands) Ordinary Shares,28412093,China,1673461,Consumer Durables,Specialty Chemicals,,,,,,,,,CJJD,Consumer Durables,
CKPT,Checkpoint Therapeutics Inc. Common Stock,279667531,United States,732601,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,CKPT,Health Care,
CLAQ,CleanTech Acquisition Corp. Common stock,214762500,United States,100,,,,,,,,,,,CLAQ,,
CLAQR,CleanTech Acquisition Corp. Rights,0,United States,100,,,,,,,,,,,CLAQR,,
CLAQU,CleanTech Acquisition Corp. Units,0,United States,325,,,,,,,,,,,CLAQU,,
CLAQW,CleanTech Acquisition Corp. Warrant,0,United States,12161,,,,,,,,,,,CLAQW,,
CLAR,Clarus Corporation Common Stock,909559399,United States,313309,Consumer Non-Durables,Recreational Products/Toys,,,,,,,,,CLAR,Consumer Non-Durables,
CLAY,Chavant Capital Acquisition Corp. Ordinary Shares,101558000,United States,1,,,,,,,,,,,CLAY,,
CLAYW,Chavant Capital Acquisition Corp. Warrants,0,United States,17083,,,,,,,,,,,CLAYW,,
CLBK,Columbia Financial Inc. Common Stock,1996958003,United States,100339,Finance,Commercial Banks,,,,,,,,,CLBK,Finance,
CLBS,Caladrius Biosciences Inc. Common Stock,66064378,United States,285495,Health Care,Managed Health Care,,,,,,,,,CLBS,Health Care,
CLBT,Cellebrite DI Ltd. Ordinary Shares,2068214455,Israel,216154,,,,,,,,,,,CLBT,,
CLBTW,Cellebrite DI Ltd. Warrants,0,Israel,22435,,,,,,,,,,,CLBTW,,
CLDB,Cortland Bancorp Common Stock,119513731,United States,140,Finance,Savings Institutions,,,,,,,,,CLDB,Finance,
CLDX,Celldex Therapeutics Inc.,2072160561,United States,323073,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,,,CLDX,Health Care,
CLEU,China Liberal Education Holdings Limited Ordinary Shares,29106666,China,221137,Consumer Services,Other Consumer Services,,,,,,,,,CLEU,Consumer Services,
CLFD,Clearfield Inc. Common Stock,784287043,United States,79255,Public Utilities,Telecommunications Equipment,,,,,,,,,CLFD,Public Utilities,
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,214059237,Israel,36545,Health Care,Industrial Specialties,,,,,,,,,CLGN,Health Care,
CLIR,ClearSign Technologies Corporation Common Stock,51631225,United States,174231,Technology,Industrial Machinery/Components,,,,,,,,,CLIR,Technology,
CLLS,Cellectis S.A. American Depositary Shares,499165184,France,96511,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,CLLS,Health Care,
CLMT,Calumet Specialty Products Partners L.P. Common Units,850490392,United States,122020,Energy,Oil & Gas Production,,,,,,,,,CLMT,Energy,
CLNE,Clean Energy Fuels Corp. Common Stock,2038148096,United States,4396195,Public Utilities,Natural Gas Distribution,,,,,,,,,CLNE,Public Utilities,
CLNN,Clene Inc. Common Stock,336976429,United States,130887,Consumer Durables,Specialty Chemicals,,,,,,,,,CLNN,Consumer Durables,
CLNNW,Clene Inc. Warrant,0,United States,11806,Consumer Durables,Specialty Chemicals,,,,,,,,,CLNNW,Consumer Durables,
CLOE,Clover Leaf Capital Corp. Class A Common Stock,181029420,United States,75022,,,,,,,,,,,CLOE,,
CLOER,Clover Leaf Capital Corp. Rights,0,United States,1602,,,,,,,,,,,CLOER,,
CLOEU,Clover Leaf Capital Corp. Unit,0,United States,5,,,,,,,,,,,CLOEU,,
CLOV,Clover Health Investments Corp. Class A Common Stock,3353727000,United States,8275216,Health Care,Medical Specialities,,,,,,,,,CLOV,Health Care,
CLPS,CLPS Incorporation Common Stock,61406468,China,5440623,Technology,Computer Software: Prepackaged Software,,,,,,,,,CLPS,Technology,
CLPT,ClearPoint Neuro Inc. Common Stock,267747611,United States,137620,Health Care,Medical/Dental Instruments,,,,,,,,,CLPT,Health Care,
CLRB,Cellectar Biosciences Inc.  Common Stock,53298633,United States,128354,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,CLRB,Health Care,
CLRM,Clarim Acquisition Corp. Class A Common Stock,350750000,United States,900,,,,,,,,,,,CLRM,,
CLRMU,Clarim Acquisition Corp. Unit,0,United States,2,,,,,,,,,,,CLRMU,,
CLRMW,Clarim Acquisition Corp. Warrant,0,United States,1600,,,,,,,,,,,CLRMW,,
CLRO,ClearOne Inc. (DE) Common Stock,35844752,United States,481749,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,,,,,CLRO,Technology,
CLSD,Clearside Biomedical Inc. Common Stock,320594872,United States,452392,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,CLSD,Health Care,
CLSK,CleanSpark Inc. Common Stock,701503892,United States,2453097,Technology,Computer Software: Prepackaged Software,,,,,,,,,CLSK,Technology,
CLSN,Celsion Corporation Common Stock,78507867,United States,397946,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,CLSN,Health Care,
CLST,Catalyst Bancorp Inc. Common Stock,72631700,United States,17184,,,,,,,,,,,CLST,,
CLVR,Clever Leaves Holdings Inc. Common Shares,177111000,United States,72933,,,,,,,,,,,CLVR,,
CLVRW,Clever Leaves Holdings Inc. Warrant,0,United States,20411,,,,,,,,,,,CLVRW,,
CLVS,Clovis Oncology Inc. Common Stock,518634836,United States,2559143,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,CLVS,Health Care,
CLWT,Euro Tech Holdings Company Limited Common Stock,16515858,Hong Kong,31991,Consumer Durables,Diversified Electronic Products,,,,,,,,,CLWT,Consumer Durables,
CLXT,Calyxt Inc. Common Stock,117403644,United States,347855,Consumer Non-Durables,Food Distributors,,,,,,,,,CLXT,Consumer Non-Durables,
CMAX,CareMax Inc. Class A Common Stock,772346247,United States,70634,Technology,Computer Software: Prepackaged Software,,,,,,,,,CMAX,Technology,
CMAXW,CareMax Inc. Warrant,0,United States,1690,Technology,Computer Software: Prepackaged Software,,,,,,,,,CMAXW,Technology,
CMBM,Cambium Networks Corporation Ordinary Shares,757362101,Cayman Islands,179361,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,,,,,CMBM,Technology,
CMCO,Columbus McKinnon Corporation Common Stock,1387565905,United States,364113,Capital Goods,Construction/Ag Equipment/Trucks,,,,,,,,,CMCO,Capital Goods,
CMCSA,Comcast Corporation Class A Common Stock,2.38E+11,United States,21157684,Consumer Services,Television Services,,,,,,,,,CMCSA,Consumer Services,
CMCT,CIM Commercial Trust Corporation Common stock,200508860,United States,43472,Consumer Services,Real Estate Investment Trusts,,,,,,,,,CMCT,Consumer Services,
CMCTP,CIM Commercial Trust Corporation Series L Preferred Stock,0,United States,1,Consumer Services,Real Estate Investment Trusts,,,,,,,,,CMCTP,Consumer Services,
CME,CME Group Inc. Class A Common Stock,78414249872,United States,1726623,Finance,Investment Bankers/Brokers/Service,,,,,,,,,CME,Finance,
CMLS,Cumulus Media Inc. Class A Common Stock,257096727,United States,14230,Consumer Services,Broadcasting,,,,,,,,,CMLS,Consumer Services,
CMLT,CM Life Sciences III Inc. Class A Common Stock,687240000,United States,726919,,,,,,,,,,,CMLT,,
CMLTU,CM Life Sciences III Inc. Unit,0,United States,132483,,,,,,,,,,,CMLTU,,
CMLTW,CM Life Sciences III Inc. Warrant,0,United States,52782,,,,,,,,,,,CMLTW,,
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,114319964,Israel,141933,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,CMMB,Health Care,
CMPI,Checkmate Pharmaceuticals Inc. Common Stock,83043421,United States,22120,Consumer Durables,Specialty Chemicals,,,,,,,,,CMPI,Consumer Durables,
CMPR,Cimpress plc Ordinary Shares (Ireland),2338969934,Netherlands,145161,Consumer Services,Recreational Products/Toys,,,,,,,,,CMPR,Consumer Services,
CMPS,COMPASS Pathways Plc American Depository Shares,1670294506,United Kingdom,470809,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,CMPS,Health Care,
CMPX,Compass Therapeutics Inc.,183360186,United States,5612,,,,,,,,,,,CMPX,,
CMRX,Chimerix Inc. Common Stock,470061105,United States,711502,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,CMRX,Health Care,
CMTL,Comtech Telecommunications Corp. Common Stock,559909100,United States,176034,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,,,,,CMTL,Technology,
CNBKA,Century Bancorp Inc. Class A Common Stock,640977684,United States,4433,Finance,Major Banks,,,,,,,,,CNBKA,Finance,
CNCE,Concert Pharmaceuticals Inc. Common Stock,89443103,United States,104617,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,CNCE,Health Care,
CNDT,Conduent Incorporated Common Stock ,1435394554,United States,807539,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,,,CNDT,Technology,
CNET,ZW Data Action Technologies Inc. Common Stock,51585708,China,618155,Technology,Advertising,,,,,,,,,CNET,Technology,
CNEY,CN Energy Group Inc. Ordinary Shares,168649991,China,630021,Basic Industries,Major Chemicals,,,,,,,,,CNEY,Basic Industries,
CNFR,Conifer Holdings Inc. Common Stock,26332939,United States,19322,Finance,Property-Casualty Insurers,,,,,,,,,CNFR,Finance,
